,unique_id,city,job_qry,job_title,company_name,location,summary,salary,link,date,full_text
19,p_d8e9063438035cd1,Singapore,data+engineer,Field Service Engineer,Park Place Technologies,Singapore,NOT_FOUND,NOT_FOUND,https://www.indeed.com.sg//rc/clk?jk=d8e9063438035cd1&fccid=e9fa3be4d91e90bc&vjs=3,17 hours ago,NOT_FOUND
22,p_98b59f2d05d99419,Singapore,data+engineer,Data Engineer,IMPERIUM SOLUTIONS PTE. LTD.,Singapore,NOT_FOUND,NOT_FOUND,https://www.indeed.com.sg//rc/clk?jk=98b59f2d05d99419&fccid=cca543c053c87473&vjs=3,2 days ago,NOT_FOUND
1,p_28830166a81dc8aa,Singapore,data+engineer,"Software Engineer, University Graduate, 2020 Start",Google,Singapore,NOT_FOUND,NOT_FOUND,https://www.indeed.com.sg//rc/clk?jk=28830166a81dc8aa&fccid=a5b4499d9e91a5c6&vjs=3,2 days ago,NOT_FOUND
38,p_d44059b9227d761b,Singapore,data+engineer,Data Engineer,Intellect Minds,Singapore,NOT_FOUND,NOT_FOUND,https://www.indeed.com.sg//rc/clk?jk=d44059b9227d761b&fccid=623a4da2fb6e3d77&vjs=3,2 days ago,NOT_FOUND
42,p_dbdfe8c860371567,Singapore,data+engineer,Data Engineer - ETL,Intellect Minds,Singapore,NOT_FOUND,NOT_FOUND,https://www.indeed.com.sg//rc/clk?jk=dbdfe8c860371567&fccid=623a4da2fb6e3d77&vjs=3,2 days ago,NOT_FOUND
9,p_04889cff6f8c1438,Singapore,data+engineer,Data Engineer,RED DOT PAYMENT PTE. LTD.,Singapore,NOT_FOUND,NOT_FOUND,https://www.indeed.com.sg//rc/clk?jk=04889cff6f8c1438&fccid=c83ecd68e804393f&vjs=3,2 days ago,NOT_FOUND
5,p_88fbc8416d09f3c2,Singapore,data+engineer,"Associate Data Center Facilities Technician, University Graduate",Google,Singapore,NOT_FOUND,NOT_FOUND,https://www.indeed.com.sg//rc/clk?jk=88fbc8416d09f3c2&fccid=a5b4499d9e91a5c6&vjs=3,2 days ago,NOT_FOUND
49,p_7b22810e7e373ddf,Singapore,data+engineer,Customer Solutions Engineer (Drafter),Kone,Singapore,NOT_FOUND,NOT_FOUND,https://www.indeed.com.sg//rc/clk?jk=7b22810e7e373ddf&fccid=9fa5332d10f5477f&vjs=3,2 hours ago,NOT_FOUND
13,p_e830683766e59439,Singapore,data+engineer,Data Center Operations Support Engineer,percept-solutions,Singapore,NOT_FOUND,NOT_FOUND,https://www.indeed.com.sg//rc/clk?jk=e830683766e59439&fccid=f6228f639e9a9be2&vjs=3,20 days ago,NOT_FOUND
37,p_a7b354a2087affba,Singapore,data+engineer,Data Analyst,NCS,Singapore,NOT_FOUND,NOT_FOUND,https://www.indeed.com.sg//rc/clk?jk=a7b354a2087affba&fccid=c77d71a30fae8ad4&vjs=3,20 hours ago,NOT_FOUND
27,p_d515432e9d924082,Singapore,data+engineer,Data Engineer,ITCAN PTE. LIMITED,Singapore,NOT_FOUND,NOT_FOUND,https://www.indeed.com.sg//rc/clk?jk=d515432e9d924082&fccid=dac85444d99b91d5&vjs=3,23 hours ago,NOT_FOUND
29,p_18f66a451da2f80a,Singapore,data+engineer,Data Centre FM Engineer,COMPANY UNDISCLOSED,Singapore,NOT_FOUND,NOT_FOUND,https://www.indeed.com.sg//rc/clk?jk=18f66a451da2f80a&fccid=4b0ebac67b029a4e&vjs=3,23 hours ago,NOT_FOUND
20,p_b4624cd2ce594861,Singapore,data+engineer,Data Center Facility Engineer,Equinix,Singapore,NOT_FOUND,NOT_FOUND,https://www.indeed.com.sg//rc/clk?jk=b4624cd2ce594861&fccid=e15d9e27876d9dc3&vjs=3,30+ days ago,NOT_FOUND
23,p_a2ea8dc54143925e,Singapore,data+engineer,Data Engineer,Axinan PTE LTD,Singapore,NOT_FOUND,NOT_FOUND,https://www.indeed.com.sg//rc/clk?jk=a2ea8dc54143925e&fccid=e04520ae40194fa4&vjs=3,30+ days ago,NOT_FOUND
25,p_3e5070eb226202aa,Singapore,data+engineer,splunk data engineer,ENNOVATEZ PTE. LTD.,Singapore,NOT_FOUND,NOT_FOUND,https://www.indeed.com.sg//rc/clk?jk=3e5070eb226202aa&fccid=4b21fabd76605d0d&vjs=3,5 days ago,NOT_FOUND
18,p_f1ab72bafb7a5943,Singapore,data+engineer,Data Engineer,AMBITION GROUP SINGAPORE PTE. LTD.,Singapore,NOT_FOUND,NOT_FOUND,https://www.indeed.com.sg//rc/clk?jk=f1ab72bafb7a5943&fccid=befda219a593caaa&vjs=3,5 days ago,NOT_FOUND
16,p_87fda031579c645f,Singapore,data+engineer,Data Engineer,CLAYOPS PTE. LTD.,Singapore,NOT_FOUND,NOT_FOUND,https://www.indeed.com.sg//rc/clk?jk=87fda031579c645f&fccid=be67b538dcf624c5&vjs=3,5 days ago,NOT_FOUND
24,p_3378092262b55c1a,Singapore,data+engineer,Data Engineer,LYNX ANALYTICS PTE. LTD.,Singapore,NOT_FOUND,NOT_FOUND,https://www.indeed.com.sg//rc/clk?jk=3378092262b55c1a&fccid=91c660a3af90b17c&vjs=3,6 days ago,NOT_FOUND
3,p_94d0c3f21acdec86,Singapore,data+engineer,Data Center Engineer (Shift work),ADVANCED & BEST PLACEMENTS PTE. LTD.,Singapore,NOT_FOUND,NOT_FOUND,https://www.indeed.com.sg//rc/clk?jk=94d0c3f21acdec86&fccid=112f5f742c817a5a&vjs=3,6 days ago,NOT_FOUND
8,p_5c55a8c4669fbe8f,Singapore,data+engineer,ETL & Data Engineer,CONTINENTAL TECHNOLOGY SOLUTIONS PTE. LTD.,Ubi,NOT_FOUND,NOT_FOUND,https://www.indeed.com.sg//rc/clk?jk=5c55a8c4669fbe8f&fccid=89ed57b223b5aeb2&vjs=3,6 days ago,NOT_FOUND
43,p_47eba1726653db52,Singapore,data+engineer,Associate Test Engineer (Optics),KLA-Tencor,Singapore,NOT_FOUND,NOT_FOUND,https://www.indeed.com.sg//rc/clk?jk=47eba1726653db52&fccid=c8fc142c28286059&vjs=3,6 days ago,NOT_FOUND
41,p_e3301edaff7fc6ae,Singapore,data+engineer,Data Engineer,MICROSEC PTE. LTD.,Genting Lane,NOT_FOUND,NOT_FOUND,https://www.indeed.com.sg//rc/clk?jk=e3301edaff7fc6ae&fccid=edbb413921eec7cf&vjs=3,6 days ago,NOT_FOUND
28,p_d0c68d9378f92d75,Singapore,data+engineer,Data Research Engineer,TITANSOFT PTE. LTD.,Singapore,NOT_FOUND,NOT_FOUND,https://www.indeed.com.sg//rc/clk?jk=d0c68d9378f92d75&fccid=edc15bd85c69527e&vjs=3,6 days ago,NOT_FOUND
40,p_3a71f3a2a85602da,Singapore,data+engineer,Senior Data Center Engineer,ADYEN SINGAPORE PTE. LTD.,Singapore,NOT_FOUND,NOT_FOUND,https://www.indeed.com.sg//rc/clk?jk=3a71f3a2a85602da&fccid=c38932bb44975f32&vjs=3,6 days ago,NOT_FOUND
15,p_fd7d8df84ac6d64e,Singapore,data+engineer,Data Engineer,Sciente,Singapore,NOT_FOUND,NOT_FOUND,https://www.indeed.com.sg//rc/clk?jk=fd7d8df84ac6d64e&fccid=a176617a4318c18e&vjs=3,6 days ago,NOT_FOUND
21,p_4c37b2e7f77f4660,Singapore,data+engineer,Data Engineer,KPLER PTE. LTD.,Singapore,NOT_FOUND,NOT_FOUND,https://www.indeed.com.sg//rc/clk?jk=4c37b2e7f77f4660&fccid=2e5f9ba8f942bb03&vjs=3,6 days ago,NOT_FOUND
14,p_46df5ce493764248,Singapore,data+engineer,Data Engineer,RAKUTEN ASIA PTE. LTD.,Singapore,NOT_FOUND,NOT_FOUND,https://www.indeed.com.sg//rc/clk?jk=46df5ce493764248&fccid=5e50810dc475b1eb&vjs=3,6 days ago,NOT_FOUND
39,p_9172da7b1dfa9687,Singapore,data+engineer,Staff Engineer,ams,Singapore,NOT_FOUND,NOT_FOUND,https://www.indeed.com.sg//rc/clk?jk=9172da7b1dfa9687&fccid=510f6ab73dd59198&vjs=3,6 hours ago,NOT_FOUND
10,p_deb9e8500e731e39,Singapore,data+engineer,Data Engineer,Snaphunt Pte Ltd,Singapore,NOT_FOUND,NOT_FOUND,https://www.indeed.com.sg//rc/clk?jk=deb9e8500e731e39&fccid=fc6da3a53e9ebb7b&vjs=3,7 days ago,NOT_FOUND
31,p_2491f87354098479,Singapore,data+engineer,Gain Theory | Data Engineer Manager,Gain Theory,Singapore,NOT_FOUND,NOT_FOUND,https://www.indeed.com.sg//rc/clk?jk=2491f87354098479&fccid=9817a138f8a42b63&vjs=3,7 days ago,NOT_FOUND
48,p_1d8bb48d229a49d3,Singapore,data+engineer,Data Center Engineer,Garena,Singapore,NOT_FOUND,NOT_FOUND,https://www.indeed.com.sg//rc/clk?jk=1d8bb48d229a49d3&fccid=2aa3fa695ba957e4&vjs=3,7 months ago,NOT_FOUND
17,p_f5192c466d2e7004,Singapore,data+engineer,MECHANICAL ENGINEER IMMEDIATELY NEEDED IN SINGAPORE,Click.in,Singapore,NOT_FOUND,NOT_FOUND,https://www.indeed.com.sg//rc/clk?jk=f5192c466d2e7004&fccid=dd616958bd9ddc12&vjs=3,8 days ago,NOT_FOUND
33,p_113b431dd04dcdc0,Singapore,data+engineer,Capacity Planning Engineer ( Fresh graduates are welcome to apply),Micron,Singapore,NOT_FOUND,NOT_FOUND,https://www.indeed.com.sg//rc/clk?jk=113b431dd04dcdc0&fccid=be240c643a8631c5&vjs=3,9 days ago,NOT_FOUND
45,p_7881398892d487eb,Singapore,data+engineer,"Data Engineer, APAC MarTech",The Coca-Cola Company,Singapore,NOT_FOUND,NOT_FOUND,https://www.indeed.com.sg//rc/clk?jk=7881398892d487eb&fccid=2e853071bb3920b6&vjs=3,9 days ago,NOT_FOUND
6,p_d12a62219052eba4,Singapore,data+engineer,Facilities Engineer - Data Centre,JLL,Singapore,NOT_FOUND,NOT_FOUND,https://www.indeed.com.sg//rc/clk?jk=d12a62219052eba4&fccid=9917de3c28f569f6&vjs=3,9 days ago,NOT_FOUND
50,p_b04facdfed4ba6c3,Singapore,data+engineer,Distinguished Engineer- Data Science and AI,Government Technology Agency,Singapore,NOT_FOUND,NOT_FOUND,https://www.indeed.com.sg//rc/clk?jk=b04facdfed4ba6c3&fccid=3b9a5811a8b6410b&vjs=3,9 days ago,NOT_FOUND
